name,determinant,role,cohorts,Greene_candidate_vectors,Montesinos_candidate_vectors,PE_passes,PES_passes,PEM_passes,PESM_passes,PESMB_passes
13n_1098,131,target,greene,1,,0,0,0,0,0
13n_1101,175,target,greene,1,,1,0,0,0,0
13n_1103,123,target,greene,1,,1,0,0,0,0
13n_1108,167,target,greene,1,,1,0,0,0,0
13n_1109,113,target,greene,1,,1,0,0,0,0
13n_1111,163,target,greene,1,,1,0,0,0,0
13n_1116,127,target,greene,1,,1,0,0,0,0
13n_1119,149,target,greene,1,,1,0,0,0,0
13n_1120,131,target,greene,1,,1,0,0,0,0
13n_1126,163,target,greene,1,,1,0,0,0,0
13n_1129,189,target,greene,1,,1,0,0,0,0
13n_1130,189,target,greene,1,,1,0,0,0,0
13n_1131,35,control,greene,1,,1,1,1,1,1
13n_1135,67,target,greene,1,,1,0,0,0,0
13n_1137,35,target,greene,1,,1,0,0,0,0
13n_1138,85,control,greene,1,,1,1,1,1,1
13n_1139,131,control,greene,1,,1,1,1,1,1
13n_114,219,target,greene,1,,1,0,0,0,0
13n_1140,53,target,greene,1,,1,0,0,0,0
13n_1141,77,control,greene,1,,1,1,1,1,1
13n_1142,139,control,greene,1,,1,1,1,1,1
13n_1143,109,target,greene,1,,1,0,0,0,0
13n_1144,83,control,greene,1,,1,1,1,1,1
13n_1145,133,control,greene,1,,1,1,1,1,1
13n_1148,107,target,greene,1,,1,0,0,0,0
13n_1150,79,control,greene,1,,1,1,1,1,1
13n_1151,137,control,greene,1,,1,1,1,1,1
13n_1156,81,target,greene,1,,1,0,0,0,0
13n_1157,135,target,greene,1,,0,0,0,0,0
13n_1158,49,target,greene,1,,1,0,0,0,0
13n_1161,75,target,greene,1,,1,0,0,0,0
13n_1163,87,target,greene,1,,1,0,0,0,0
13n_1168,81,target,greene,1,,1,0,0,0,0
13n_1170,49,target,greene,1,,1,0,0,0,0
13n_1171,103,target,greene,1,,1,0,0,0,0
13n_1173,119,control,greene,1,,1,1,1,1,1
13n_1174,113,control,greene,1,,1,1,1,1,1
13n_1178,151,control,greene,1,,1,1,1,1,1
13n_1179,145,control,greene,1,,1,1,1,1,1
13n_118,139,target,greene,1,,1,0,0,0,0
13n_1183,59,target,greene,1,,1,0,0,0,0
13n_1184,109,target,greene,1,,1,0,0,0,0
13n_1185,91,target,greene,1,,1,0,0,0,0
13n_1188,55,target,greene,1,,1,0,0,0,0
13n_1190,83,target,greene,1,,1,0,0,0,0
13n_1191,81,target,greene,1,,1,0,0,0,0
13n_1193,135,target,greene,1,,1,0,0,0,0
13n_1194,81,target,greene,1,,1,0,0,0,0
13n_1196,81,target,greene,1,,1,0,0,0,0
13n_1197,135,target,greene,1,,1,0,0,0,0
13n_1198,81,target,greene,1,,1,0,0,0,0
13n_1201,151,control,greene,1,,1,1,1,1,1
13n_1202,145,control,greene,1,,1,1,1,1,1
13n_1203,69,target,greene,1,,1,0,0,0,0
13n_1208,55,control,greene,1,,1,1,1,1,1
13n_1209,49,control,greene,1,,1,1,1,1,1
13n_121,161,target,greene,1,,1,0,0,0,0
13n_1210,91,target,greene,1,,1,0,0,0,0
13n_1213,179,target,greene,1,,1,0,0,0,0
13n_1215,109,control,greene,1,,1,1,1,1,1
13n_1217,229,target,greene,1,,1,0,0,0,0
13n_122,139,target,greene,1,,1,0,0,0,0
13n_1220,155,target,greene,1,,1,0,0,0,0
13n_1224,107,target,greene,1,,1,0,0,0,0
13n_123,131,target,greene,1,,1,0,0,0,0
13n_1230,107,target,greene,1,,0,0,0,0,0
13n_1232,139,target,greene,1,,1,0,0,0,0
13n_1233,41,target,greene,1,,1,0,0,0,0
13n_1235,149,target,greene,1,,1,0,0,0,0
13n_124,169,target,greene,1,,1,0,0,0,0
13n_1244,191,target,greene,1,,1,0,0,0,0
13n_1247,179,target,greene,1,,1,0,0,0,0
13n_1249,109,control,greene,1,,1,1,1,1,1
13n_1250,229,target,greene,1,,1,0,0,0,0
13n_1253,155,target,greene,1,,1,0,0,0,0
13n_1255,211,target,greene,1,,1,0,0,0,0
13n_1259,117,target,greene,1,,1,0,0,0,0
13n_1260,187,target,greene,1,,1,0,0,0,0
13n_1265,211,target,greene,1,,1,0,0,0,0
13n_1268,103,target,greene,1,,1,0,0,0,0
13n_1272,165,target,greene,1,,1,0,0,0,0
13n_1277,147,target,greene,1,,1,0,0,0,0
13n_1284,93,target,greene,1,,1,0,0,0,0
13n_1289,159,target,greene,1,,1,0,0,0,0
13n_129,109,target,greene,1,,1,0,0,0,0
13n_1290,87,target,greene,1,,1,0,0,0,0
13n_130,131,target,greene,1,,1,0,0,0,0
13n_1303,191,target,greene,1,,1,0,0,0,0
13n_1311,93,target,greene,1,,1,0,0,0,0
13n_1318,159,target,greene,1,,1,0,0,0,0
13n_1326,187,target,greene,1,,1,0,0,0,0
13n_1328,147,target,greene,1,,1,0,0,0,0
13n_1333,87,target,greene,1,,1,0,0,0,0
13n_1336,81,target,greene,1,,1,0,0,0,0
13n_1339,141,target,greene,1,,1,0,0,0,0
13n_134,107,target,greene,1,,0,0,0,0,0
13n_1343,129,target,greene,1,,1,0,0,0,0
13n_1346,75,target,greene,1,,1,0,0,0,0
13n_1347,165,target,greene,1,,1,0,0,0,0
13n_1355,117,control,greene,1,,1,1,1,1,1
13n_1356,85,control,greene,9,,1,1,1,1,1
13n_1358,61,control,greene,1,,1,1,1,1,1
13n_1361,87,target,greene,1,,1,0,0,0,0
13n_1364,159,target,greene,1,,1,0,0,0,0
13n_1367,169,target,greene,1,,1,0,0,0,0
13n_1368,99,target,greene,1,,1,0,0,0,0
13n_1369,117,target,greene,1,,1,0,0,0,0
13n_137,65,target,greene,1,,1,0,0,0,0
13n_1370,239,target,greene,1,,1,0,0,0,0
13n_1373,171,target,greene,1,,1,0,0,0,0
13n_1374,169,target,greene,1,,1,0,0,0,0
13n_1375,239,target,greene,1,,1,0,0,0,0
13n_138,175,target,greene,1,,1,0,0,0,0
13n_1394,39,control,greene,1,,1,1,1,1,1
13n_1396,55,control,greene,1,,1,1,1,1,1
13n_1397,115,target,greene,1,,1,0,0,0,0
13n_1398,81,target,greene,1,,1,0,0,0,0
13n_1399,45,control,greene,1,,1,1,1,1,1
13n_14,79,target,greene,1,,1,0,0,0,0
13n_1401,95,target,greene,1,,1,0,0,0,0
13n_1402,101,target,greene,1,,1,0,0,0,0
13n_1403,133,control,greene,1,,1,1,1,1,1
13n_1405,71,control,greene,1,,1,1,1,1,1
13n_1407,131,control,greene,1,,1,1,1,1,1
13n_1408,65,control,greene,81,,1,1,1,1,1
13n_1410,151,target,greene,1,,1,0,0,0,0
13n_1413,73,target,greene,1,,1,0,0,0,0
13n_1418,171,target,greene,1,,1,0,0,0,0
13n_1419,99,control,greene,1,,1,1,1,1,1
13n_1422,125,control,greene,1,,1,1,1,1,1
13n_1425,107,target,greene,1,,0,0,0,0,0
13n_1428,71,target,greene,1,,1,0,0,0,0
13n_1430,47,target,greene,1,,1,0,0,0,0
13n_1431,103,target,greene,1,,0,0,0,0,0
13n_1432,139,target,greene,1,,1,0,0,0,0
13n_1433,179,control,greene,1,,1,1,1,1,1
13n_1436,83,target,greene,1,,1,0,0,0,0
13n_1438,109,target,greene,1,,1,0,0,0,0
13n_1439,53,target,greene,1,,1,0,0,0,0
13n_1440,101,control,greene,1,,1,1,1,1,1
13n_1442,41,control,greene,27,,1,1,1,1,1
13n_1443,175,control,greene,1,,1,1,1,1,1
13n_1444,107,control,greene,1,,1,1,1,1,1
13n_1446,103,target,greene,1,,0,0,0,0,0
13n_1447,79,target,greene,1,,0,0,0,0,0
13n_1454,117,target,greene,1,,1,0,0,0,0
13n_1455,51,target,greene,81,,1,0,0,0,0
13n_1464,123,control,greene,1,,1,1,1,1,1
13n_1465,51,control,greene,9,,1,1,1,1,1
13n_1466,75,target,greene,3,,1,0,0,0,0
13n_147,179,target,greene,1,,1,0,0,0,0
13n_1470,27,target,greene,27,,1,0,0,0,0
13n_1472,73,target,greene,1,,1,0,0,0,0
13n_1473,55,control,greene,1,,1,1,1,1,1
13n_1476,149,target,greene,1,,1,0,0,0,0
13n_1482,67,target,greene,1,,1,0,0,0,0
13n_1483,53,target,greene,27,,1,0,0,0,0
13n_1485,163,target,greene,1,,1,0,0,0,0
13n_1486,101,control,greene,1,,1,1,1,1,1
13n_1487,121,control,greene,1,,1,1,1,1,1
13n_1490,71,target,greene,1,,0,0,0,0,0
13n_1497,115,target,greene,1,,1,0,0,0,0
13n_1502,115,target,greene,1,,1,0,0,0,0
13n_1509,145,control,greene,1,,1,1,1,1,1
13n_1515,85,target,greene,1,,1,0,0,0,0
13n_1518,135,target,greene,1,,1,0,0,0,0
13n_1523,115,target,greene,1,,1,0,0,0,0
13n_1527,119,target,greene,1,,1,0,0,0,0
13n_1530,135,control,greene,1,,1,1,1,1,1
13n_1531,73,target,greene,1,,1,0,0,0,0
13n_1532,139,control,greene,1,,1,1,1,1,1
13n_1537,155,control,greene,1,,1,1,1,1,1
13n_1538,129,target,greene,1,,1,0,0,0,0
13n_1540,199,target,greene,1,,1,0,0,0,0
13n_1542,85,target,greene,1,,1,0,0,0,0
13n_1547,151,target,greene,1,,1,0,0,0,0
13n_1548,49,target,greene,1,,1,0,0,0,0
13n_1549,163,target,greene,1,,1,0,0,0,0
13n_1551,147,target,greene,1,,1,0,0,0,0
13n_1553,123,target,greene,1,,1,0,0,0,0
13n_1554,165,target,greene,1,,1,0,0,0,0
13n_1555,77,control,greene,1,,1,1,1,1,1
13n_1556,119,target,greene,1,,1,0,0,0,0
13n_1559,127,control,greene,1,,1,1,1,1,1
13n_1561,161,target,greene,1,,1,0,0,0,0
13n_1563,139,target,greene,1,,1,0,0,0,0
13n_1564,153,target,greene,1,,1,0,0,0,0
13n_1565,131,target,greene,1,,0,0,0,0,0
13n_1568,117,target,greene,1,,1,0,0,0,0
13n_157,131,target,greene,1,,1,0,0,0,0
13n_1570,125,target,greene,1,,1,0,0,0,0
13n_1572,143,target,greene,1,,1,0,0,0,0
13n_1578,131,target,greene,1,,1,0,0,0,0
13n_1580,43,control,greene,1,,1,1,1,1,1
13n_1582,83,target,greene,1,,1,0,0,0,0
13n_1586,177,target,greene,1,,1,0,0,0,0
13n_1587,75,target,greene,1,,1,0,0,0,0
13n_1596,59,target,greene,1,,0,0,0,0,0
13n_1598,49,control,greene,729,,1,1,1,1,1
13n_1599,123,control,greene,1,,1,1,1,1,1
13n_16,31,control,greene,1,,1,1,1,1,1
13n_1606,125,control,greene,1,,1,1,1,1,1
13n_1609,83,control,greene,1,,1,1,1,1,1
13n_1610,77,control,greene,1,,1,1,1,1,1
13n_1615,119,target,greene,1,,1,0,0,0,0
13n_1619,33,target,greene,1,,0,0,0,0,0
13n_1626,127,target,greene,1,,1,0,0,0,0
13n_1627,209,target,greene,1,,1,0,0,0,0
13n_1630,49,target,greene,4,,0,0,0,0,0
13n_1631,79,target,greene,1,,1,0,0,0,0
13n_1632,121,target,greene,1,,1,0,0,0,0
13n_1633,115,control,greene,9,,1,1,1,1,1
13n_1635,107,target,greene,1,,1,0,0,0,0
13n_1638,163,target,greene,1,,1,0,0,0,0
13n_1640,53,control,greene,2,,1,1,1,1,1
13n_1641,79,target,greene,1,,1,0,0,0,0
13n_1642,59,control,greene,1,,1,1,1,1,1
13n_1644,59,target,greene,81,,1,0,0,0,0
13n_1656,93,target,greene,1,,0,0,0,0,0
13n_1659,51,target,greene,1,,1,0,0,0,0
13n_1673,165,target,greene,1,,1,0,0,0,0
13n_1676,105,control,greene,1,,1,1,1,1,1
13n_1677,99,control,greene,1,,1,1,1,1,1
13n_1680,81,target,greene,1,,1,0,0,0,0
13n_1686,187,target,greene,1,,1,0,0,0,0
13n_1689,155,target,greene,1,,1,0,0,0,0
13n_1692,47,target,greene,1,,1,0,0,0,0
13n_1693,75,target,greene,1,,1,0,0,0,0
13n_1695,127,target,greene,1,,0,0,0,0,0
13n_1698,51,target,greene,1,,1,0,0,0,0
13n_1701,175,control,greene,1,,1,1,1,1,1
13n_1702,75,target,greene,1,,1,0,0,0,0
13n_1704,115,target,greene,1,,1,0,0,0,0
13n_1705,61,target,greene,1,,1,0,0,0,0
13n_171,179,target,greene,1,,1,0,0,0,0
13n_1710,49,target,greene,1,,0,0,0,0,0
13n_1711,127,target,greene,1,,1,0,0,0,0
13n_1713,75,control,greene,1,,1,1,1,1,1
13n_1714,69,control,greene,1,,1,1,1,1,1
13n_1721,121,target,greene,1,,1,0,0,0,0
13n_1722,97,target,greene,1,,1,0,0,0,0
13n_1723,97,target,greene,1,,1,0,0,0,0
13n_1724,107,target,greene,9,,1,0,0,0,0
13n_1725,103,control,greene,1,,1,1,1,1,1
13n_1726,139,target,greene,1,,1,0,0,0,0
13n_1727,71,control,greene,1,,1,1,1,1,1
13n_1728,59,target,greene,1,,1,0,0,0,0
13n_1731,103,target,greene,1,,1,0,0,0,0
13n_1737,59,target,greene,1,,1,0,0,0,0
13n_1738,199,target,greene,1,,1,0,0,0,0
13n_1740,151,control,greene,1,,1,1,1,1,1
13n_1744,167,target,greene,1,,1,0,0,0,0
13n_1749,127,target,greene,1,,1,0,0,0,0
13n_1751,133,target,greene,1,,1,0,0,0,0
13n_1752,49,target,greene,1,,1,0,0,0,0
13n_1761,77,control,greene,2,,1,1,1,1,1
13n_1763,73,target,greene,1,,1,0,0,0,0
13n_1764,169,target,greene,1,,1,0,0,0,0
13n_1765,83,control,greene,3,,1,1,1,1,1
13n_1766,83,target,greene,1,,1,0,0,0,0
13n_1767,33,control,greene,1,,1,1,1,1,1
13n_1775,167,target,greene,1,,1,0,0,0,0
13n_1783,149,target,greene,1,,1,0,0,0,0
13n_1787,235,target,greene,1,,1,0,0,0,0
13n_1798,233,target,greene,1,,1,0,0,0,0
13n_1800,149,target,greene,1,,1,0,0,0,0
13n_1804,111,target,greene,2,,1,0,0,0,0
13n_1809,133,target,greene,1,,1,0,0,0,0
13n_1813,137,target,greene,1,,1,0,0,0,0
13n_1817,77,target,greene,1,,1,0,0,0,0
13n_1820,101,target,greene,1,,1,0,0,0,0
13n_1823,89,target,greene,4,,1,0,0,0,0
13n_1824,139,target,greene,81,,1,0,0,0,0
13n_1827,165,control,greene,1,,1,1,1,1,1
13n_1828,173,target,greene,1,,1,0,0,0,0
13n_1829,81,target,greene,9,,1,0,0,0,0
13n_1831,129,target,greene,1,,1,0,0,0,0
13n_1832,105,control,greene,3,,1,1,1,1,1
13n_1834,71,target,greene,1,,1,0,0,0,0
13n_1835,89,target,greene,1,,1,0,0,0,0
13n_1839,101,target,greene,1,,1,0,0,0,0
13n_1842,101,target,greene,1,,1,0,0,0,0
13n_1843,125,target,greene,1,,1,0,0,0,0
13n_1844,61,control,greene,1,,1,1,1,1,1
13n_1845,67,target,greene,1,,1,0,0,0,0
13n_1847,47,target,greene,1,,1,0,0,0,0
13n_1853,83,target,greene,1,,1,0,0,0,0
13n_1854,131,target,greene,1,,1,0,0,0,0
13n_1855,55,control,greene,1,,1,1,1,1,1
13n_1856,43,target,greene,1,,1,0,0,0,0
13n_1858,101,target,greene,1,,1,0,0,0,0
13n_186,87,target,greene,1,,0,0,0,0,0
13n_1860,51,control,greene,1,,1,1,1,1,1
13n_1863,45,control,greene,1,,1,1,1,1,1
13n_1865,57,control,greene,1,,1,1,1,1,1
13n_1866,141,target,greene,1,,1,0,0,0,0
13n_1869,139,target,greene,1,,1,0,0,0,0
13n_1875,113,control,greene,1,,1,1,1,1,1
13n_1877,119,target,greene,1,,1,0,0,0,0
13n_1882,71,target,greene,3,,1,0,0,0,0
13n_1883,167,target,greene,1,,1,0,0,0,0
13n_1884,67,target,greene,1,,1,0,0,0,0
13n_1887,137,target,greene,1,,1,0,0,0,0
13n_189,83,target,greene,1,,0,0,0,0,0
13n_1890,131,target,greene,1,,1,0,0,0,0
13n_1893,113,target,greene,1,,1,0,0,0,0
13n_1895,111,target,greene,1,,1,0,0,0,0
13n_1898,163,target,greene,1,,1,0,0,0,0
13n_1900,151,target,greene,1,,1,0,0,0,0
13n_1901,59,target,greene,1,,1,0,0,0,0
13n_1903,125,control,greene,1,,1,1,1,1,1
13n_1904,73,control,greene,27,,1,1,1,1,1
13n_1910,133,target,greene,1,,1,0,0,0,0
13n_1913,101,target,greene,1,,1,0,0,0,0
13n_1914,211,target,greene,1,,1,0,0,0,0
13n_1917,123,target,greene,1,,1,0,0,0,0
13n_1918,197,control,greene,1,,1,1,1,1,1
13n_1922,81,target,greene,1,,1,0,0,0,0
13n_1925,145,control,greene,1,,1,1,1,1,1
13n_1932,147,target,greene,1,,1,0,0,0,0
13n_1935,147,control,greene,1,,1,1,1,1,1
13n_1942,137,target,greene,1,,1,0,0,0,0
13n_1943,67,control,greene,9,,1,1,1,1,1
13n_1945,41,control,greene,1,,1,1,1,1,1
13n_1946,85,control,greene,1,,1,1,1,1,1
13n_1947,91,control,greene,1,,1,1,1,1,1
13n_1951,229,target,greene,1,,1,0,0,0,0
13n_1955,83,target,greene,1,,1,0,0,0,0
13n_1960,239,target,greene,1,,1,0,0,0,0
13n_1962,103,target,greene,1,,0,0,0,0,0
13n_1966,87,control,greene,1,,1,1,1,1,1
13n_1967,169,control,greene,1,,1,1,1,1,1
13n_1968,99,control,greene,1,,1,1,1,1,1
13n_1969,93,control,greene,1,,1,1,1,1,1
13n_1970,99,control,greene,1,,1,1,1,1,1
13n_1974,51,target,greene,3,,1,0,0,0,0
13n_198,49,control,greene,1,,1,1,1,1,1
13n_1982,157,control,greene,1,,1,1,1,1,1
13n_1983,103,target,greene,1,,1,0,0,0,0
13n_1984,161,control,greene,1,,1,1,1,1,1
13n_1985,83,target,greene,1,,0,0,0,0,0
13n_1988,103,target,greene,1,,1,0,0,0,0
13n_199,71,target,greene,1,,0,0,0,0,0
13n_1990,97,control,greene,9,,1,1,1,1,1
13n_1991,123,target,greene,1,,1,0,0,0,0
13n_1994,77,target,greene,1,,1,0,0,0,0
13n_1997,107,control,greene,1,,1,1,1,1,1
13n_2,131,target,greene,1,,1,0,0,0,0
13n_20,173,target,greene,1,,1,0,0,0,0
13n_2000,79,target,greene,1,,1,0,0,0,0
13n_2005,51,target,greene,9,,1,0,0,0,0
13n_2006,49,target,greene,9,,1,0,0,0,0
13n_202,161,control,greene,1,,1,1,1,1,1
13n_2021,147,control,greene,1,,1,1,1,1,1
13n_2025,197,target,greene,1,,1,0,0,0,0
13n_2035,69,control,greene,1,,1,1,1,1,1
13n_2037,151,target,greene,1,,1,0,0,0,0
13n_2041,155,target,greene,1,,1,0,0,0,0
13n_2043,153,control,greene,1,,1,1,1,1,1
13n_2044,157,target,greene,1,,1,0,0,0,0
13n_2045,95,target,greene,1,,1,0,0,0,0
13n_205,199,control,greene,1,,1,1,1,1,1
13n_2050,181,target,greene,1,,1,0,0,0,0
13n_2053,91,control,greene,1,,1,1,1,1,1
13n_2055,169,target,greene,1,,1,0,0,0,0
13n_2056,149,control,greene,1,,1,1,1,1,1
13n_2057,143,control,greene,1,,1,1,1,1,1
13n_2060,47,target,greene,1,,0,0,0,0,0
13n_2063,37,control,greene,1,,1,1,1,1,1
13n_2064,107,target,greene,1,,0,0,0,0,0
13n_2068,107,target,greene,1,,1,0,0,0,0
13n_2070,137,control,greene,1,,1,1,1,1,1
13n_2071,149,target,greene,1,,1,0,0,0,0
13n_2072,99,target,greene,1,,1,0,0,0,0
13n_2080,127,target,greene,1,,0,0,0,0,0
13n_2081,113,target,greene,1,,1,0,0,0,0
13n_2082,121,target,greene,1,,1,0,0,0,0
13n_2083,167,target,greene,1,,1,0,0,0,0
13n_2085,197,target,greene,1,,1,0,0,0,0
13n_2086,117,target,greene,1,,1,0,0,0,0
13n_2091,107,target,greene,1,,1,0,0,0,0
13n_2096,173,target,greene,1,,1,0,0,0,0
13n_2098,113,target,greene,1,,1,0,0,0,0
13n_21,107,target,greene,1,,1,0,0,0,0
13n_2103,143,control,greene,1,,1,1,1,1,1
13n_2105,119,target,greene,1,,1,0,0,0,0
13n_2107,133,target,greene,1,,1,0,0,0,0
13n_2108,91,target,greene,1,,1,0,0,0,0
13n_2112,119,control,greene,1,,1,1,1,1,1
13n_2115,199,target,greene,1,,1,0,0,0,0
13n_2116,167,control,greene,1,,1,1,1,1,1
13n_2118,65,target,greene,1,,1,0,0,0,0
13n_2119,85,target,greene,1,,1,0,0,0,0
13n_212,161,control,greene,1,,1,1,1,1,1
13n_2129,131,target,greene,1,,1,0,0,0,0
13n_213,199,control,greene,1,,1,1,1,1,1
13n_2139,173,target,greene,1,,1,0,0,0,0
13n_2143,197,target,greene,1,,1,0,0,0,0
13n_2145,99,target,greene,1,,1,0,0,0,0
13n_2147,149,control,greene,1,,1,1,1,1,1
13n_2151,51,control,greene,27,,1,1,1,1,1
13n_2152,153,control,greene,1,,1,1,1,1,1
13n_2153,77,target,greene,1,,1,0,0,0,0
13n_2158,121,target,greene,1,,1,0,0,0,0
13n_216,161,target,greene,1,,1,0,0,0,0
13n_2160,125,target,greene,1,,1,0,0,0,0
13n_2170,199,target,greene,1,,1,0,0,0,0
13n_2174,115,control,greene,9,,1,1,1,1,1
13n_2175,59,target,greene,1,,1,0,0,0,0
13n_2176,57,target,greene,1,,1,0,0,0,0
13n_2184,151,target,greene,1,,1,0,0,0,0
13n_2185,239,target,greene,1,,1,0,0,0,0
13n_219,133,target,greene,1,,1,0,0,0,0
13n_2191,93,control,greene,3,,1,1,1,1,1
13n_2193,147,control,greene,1,,1,1,1,1,1
13n_22,121,target,greene,1,,1,0,0,0,0
13n_2202,117,target,greene,1,,1,0,0,0,0
13n_2207,141,target,greene,1,,1,0,0,0,0
13n_221,123,target,greene,1,,1,0,0,0,0
13n_2216,191,target,greene,1,,1,0,0,0,0
13n_2218,173,target,greene,1,,1,0,0,0,0
13n_2221,151,target,greene,1,,1,0,0,0,0
13n_2223,217,control,greene,1,,1,1,1,1,1
13n_2224,67,control,greene,2,,1,1,1,1,1
13n_2225,93,control,greene,1,,1,1,1,1,1
13n_2227,79,target,greene,1,,1,0,0,0,0
13n_2228,151,target,greene,1,,1,0,0,0,0
13n_2229,239,target,greene,1,,1,0,0,0,0
13n_223,59,control,greene,3,,1,1,1,1,1
13n_2232,143,control,greene,1,,1,1,1,1,1
13n_2236,211,target,greene,1,,1,0,0,0,0
13n_2238,167,target,greene,1,,1,0,0,0,0
13n_2241,107,target,greene,1,,1,0,0,0,0
13n_2243,187,target,greene,1,,1,0,0,0,0
13n_2244,89,control,greene,1,,1,1,1,1,1
13n_2246,163,target,greene,1,,1,0,0,0,0
13n_2247,97,target,greene,1,,1,0,0,0,0
13n_2251,63,target,greene,1,,1,0,0,0,0
13n_2254,127,target,greene,1,,1,0,0,0,0
13n_2257,79,target,greene,1,,1,0,0,0,0
13n_2258,149,control,greene,1,,1,1,1,1,1
13n_2262,101,target,greene,1,,1,0,0,0,0
13n_2263,133,target,greene,1,,1,0,0,0,0
13n_2264,67,target,greene,1,,1,0,0,0,0
13n_2265,79,target,greene,1,,1,0,0,0,0
13n_2268,179,target,greene,1,,0,0,0,0,0
13n_2269,191,target,greene,1,,1,0,0,0,0
13n_2273,161,target,greene,1,,1,0,0,0,0
13n_2274,131,target,greene,1,,1,0,0,0,0
13n_2275,121,target,greene,1,,1,0,0,0,0
13n_2277,49,control,greene,1,,1,1,1,1,1
13n_2278,35,control,greene,9,,1,1,1,1,1
13n_2284,61,control,greene,1,,1,1,1,1,1
13n_2285,167,target,greene,1,,1,0,0,0,0
13n_229,93,target,greene,1,,1,0,0,0,0
13n_2291,77,target,greene,1,,1,0,0,0,0
13n_2297,109,target,greene,1,,1,0,0,0,0
13n_23,159,target,greene,1,,1,0,0,0,0
13n_2303,67,target,greene,1,,1,0,0,0,0
13n_231,147,target,greene,1,,1,0,0,0,0
13n_2319,95,target,greene,1,,1,0,0,0,0
13n_2321,133,target,greene,1,,1,0,0,0,0
13n_2322,201,target,greene,1,,1,0,0,0,0
13n_2325,73,control,greene,9,,1,1,1,1,1
13n_2326,135,target,greene,1,,1,0,0,0,0
13n_2327,157,control,greene,1,,1,1,1,1,1
13n_2328,41,target,greene,1,,1,0,0,0,0
13n_2329,109,target,greene,1,,1,0,0,0,0
13n_2330,125,target,greene,1,,1,0,0,0,0
13n_2331,93,target,greene,1,,1,0,0,0,0
13n_2332,133,target,greene,1,,1,0,0,0,0
13n_2336,139,target,greene,1,,1,0,0,0,0
13n_2339,179,target,greene,1,,1,0,0,0,0
13n_2340,205,control,greene,1,,1,1,1,1,1
13n_2341,135,control,greene,1,,1,1,1,1,1
13n_2342,49,target,greene,1,,1,0,0,0,0
13n_2348,107,control,greene,1,,1,1,1,1,1
13n_2349,85,control,greene,1,,1,1,1,1,1
13n_2350,91,control,greene,1,,1,1,1,1,1
13n_2351,109,control,greene,1,,1,1,1,1,1
13n_2352,83,control,greene,1,,1,1,1,1,1
13n_2359,25,target,greene,81,,1,0,0,0,0
13n_236,163,target,greene,1,,1,0,0,0,0
13n_2360,151,target,greene,1,,1,0,0,0,0
13n_2361,95,target,greene,1,,1,0,0,0,0
13n_2363,103,target,greene,1,,1,0,0,0,0
13n_2366,47,target,greene,1,,1,0,0,0,0
13n_2367,161,target,greene,1,,1,0,0,0,0
13n_2373,93,target,greene,1,,1,0,0,0,0
13n_2377,141,target,greene,1,,1,0,0,0,0
13n_238,183,target,greene,1,,1,0,0,0,0
13n_2380,99,target,greene,1,,1,0,0,0,0
13n_2386,59,target,greene,1,,1,0,0,0,0
13n_2387,89,target,greene,1,,1,0,0,0,0
13n_2388,103,target,greene,1,,0,0,0,0,0
13n_2389,121,target,greene,1,,1,0,0,0,0
13n_239,129,target,greene,1,,1,0,0,0,0
13n_2396,79,target,greene,1,,1,0,0,0,0
13n_240,75,target,greene,1,,1,0,0,0,0
13n_2424,113,target,greene,1,,1,0,0,0,0
13n_2429,99,target,greene,1,,1,0,0,0,0
13n_243,87,target,greene,1,,1,0,0,0,0
13n_2430,127,target,greene,1,,1,0,0,0,0
13n_2431,171,target,greene,1,,1,0,0,0,0
13n_2433,69,control,greene,1,,1,1,1,1,1
13n_2435,119,target,greene,1,,1,0,0,0,0
13n_2436,31,target,greene,1,,1,0,0,0,0
13n_2438,95,control,greene,3,,1,1,1,1,1
13n_244,151,target,greene,1,,1,0,0,0,0
13n_2440,109,target,greene,1,,1,0,0,0,0
13n_2441,103,target,greene,1,,1,0,0,0,0
13n_2444,133,target,greene,1,,1,0,0,0,0
13n_2446,83,target,greene,1,,1,0,0,0,0
13n_2447,137,control,greene,1,,1,1,1,1,1
13n_2448,71,target,greene,1,,1,0,0,0,0
13n_2457,171,target,greene,1,,1,0,0,0,0
13n_2459,171,target,greene,1,,1,0,0,0,0
13n_2464,99,target,greene,1,,1,0,0,0,0
13n_2472,69,target,greene,1,,1,0,0,0,0
13n_2473,93,target,greene,3,,1,0,0,0,0
13n_2476,129,control,greene,1,,1,1,1,1,1
13n_2477,151,target,greene,1,,1,0,0,0,0
13n_2478,133,target,greene,1,,1,0,0,0,0
13n_248,91,target,greene,1,,1,0,0,0,0
13n_2482,143,target,greene,1,,1,0,0,0,0
13n_2483,143,control,greene,1,,1,1,1,1,1
13n_2484,87,control,greene,1,,1,1,1,1,1
13n_2486,63,target,greene,1,,0,0,0,0,0
13n_2488,69,target,greene,1,,1,0,0,0,0
13n_2489,141,target,greene,1,,1,0,0,0,0
13n_249,109,target,greene,1,,1,0,0,0,0
13n_2493,227,target,greene,1,,1,0,0,0,0
13n_2494,157,target,greene,1,,1,0,0,0,0
13n_2495,123,target,greene,1,,1,0,0,0,0
13n_2496,103,target,greene,1,,0,0,0,0,0
13n_2497,97,target,greene,1,,1,0,0,0,0
13n_2498,35,target,greene,1,,1,0,0,0,0
