name,determinant,role,cohorts,Greene_candidate_vectors,Montesinos_candidate_vectors,PE_passes,PES_passes,PEM_passes,PESM_passes,PESMB_passes
13n_2499,115,target,greene,1,,1,0,0,0,0
13n_2502,161,target,greene,1,,1,0,0,0,0
13n_2503,27,target,greene,4,,1,0,0,0,0
13n_2505,205,target,greene,1,,1,0,0,0,0
13n_2506,199,target,greene,1,,1,0,0,0,0
13n_2510,67,target,greene,9,,1,0,0,0,0
13n_2511,71,target,greene,27,,1,0,0,0,0
13n_2512,123,target,greene,1,,1,0,0,0,0
13n_2515,141,target,greene,1,,0,0,0,0,0
13n_2517,191,target,greene,1,,1,0,0,0,0
13n_252,143,target,greene,1,,1,0,0,0,0
13n_2520,169,target,greene,1,,1,0,0,0,0
13n_2521,125,control,greene,1,,1,1,1,1,1
13n_2523,139,target,greene,1,,1,0,0,0,0
13n_2525,127,target,greene,1,,1,0,0,0,0
13n_2529,111,control,greene,1,,1,1,1,1,1
13n_253,89,target,greene,1,,1,0,0,0,0
13n_2531,119,target,greene,1,,1,0,0,0,0
13n_2535,87,control,greene,1,,1,1,1,1,1
13n_254,55,target,greene,1,,1,0,0,0,0
13n_2541,109,target,greene,1,,1,0,0,0,0
13n_2543,177,control,greene,1,,1,1,1,1,1
13n_2546,73,target,greene,1,,1,0,0,0,0
13n_2547,101,control,greene,1,,1,1,1,1,1
13n_2548,125,target,greene,1,,1,0,0,0,0
13n_256,83,target,greene,1,,1,0,0,0,0
13n_2564,157,target,greene,1,,1,0,0,0,0
13n_2567,131,target,greene,1,,1,0,0,0,0
13n_257,99,target,greene,1,,1,0,0,0,0
13n_2575,127,target,greene,1,,0,0,0,0,0
13n_2579,187,target,greene,1,,1,0,0,0,0
13n_2585,45,target,greene,1,,1,0,0,0,0
13n_2588,55,target,greene,1,,1,0,0,0,0
13n_2590,97,control,greene,1,,1,1,1,1,1
13n_2591,159,target,greene,1,,1,0,0,0,0
13n_2593,175,target,greene,1,,1,0,0,0,0
13n_2594,97,target,greene,1,,1,0,0,0,0
13n_2596,127,target,greene,1,,1,0,0,0,0
13n_2597,175,control,greene,1,,1,1,1,1,1
13n_2602,161,target,greene,1,,1,0,0,0,0
13n_261,119,control,greene,1,,1,1,1,1,1
13n_2610,209,control,greene,1,,1,1,1,1,1
13n_2615,183,control,greene,1,,1,1,1,1,1
13n_2616,79,target,greene,1,,1,0,0,0,0
13n_2617,151,control,greene,1,,1,1,1,1,1
13n_262,113,control,greene,1,,1,1,1,1,1
13n_2623,153,target,greene,1,,1,0,0,0,0
13n_2626,83,target,greene,1,,1,0,0,0,0
13n_2629,147,control,greene,1,,1,1,1,1,1
13n_263,97,target,greene,1,,1,0,0,0,0
13n_2631,199,target,greene,1,,1,0,0,0,0
13n_2633,61,target,greene,1,,1,0,0,0,0
13n_2634,209,target,greene,1,,1,0,0,0,0
13n_2636,155,control,greene,1,,1,1,1,1,1
13n_2637,41,target,greene,1,,1,0,0,0,0
13n_2639,61,target,greene,1,,1,0,0,0,0
13n_2642,133,target,greene,1,,1,0,0,0,0
13n_2643,105,control,greene,1,,1,1,1,1,1
13n_2646,183,target,greene,1,,1,0,0,0,0
13n_2652,121,target,greene,1,,1,0,0,0,0
13n_2653,165,control,greene,1,,1,1,1,1,1
13n_2655,161,control,greene,1,,1,1,1,1,1
13n_2658,167,target,greene,1,,0,0,0,0,0
13n_2659,213,target,greene,1,,1,0,0,0,0
13n_2662,83,target,greene,1,,1,0,0,0,0
13n_2663,167,target,greene,1,,1,0,0,0,0
13n_2669,239,target,greene,1,,1,0,0,0,0
13n_267,59,target,greene,1,,1,0,0,0,0
13n_2670,135,control,greene,1,,1,1,1,1,1
13n_2671,65,control,greene,1,,1,1,1,1,1
13n_2676,115,target,greene,1,,1,0,0,0,0
13n_2679,129,control,greene,1,,1,1,1,1,1
13n_2680,161,target,greene,1,,1,0,0,0,0
13n_2692,83,control,greene,3,,1,1,1,1,1
13n_2693,143,control,greene,1,,1,1,1,1,1
13n_27,163,target,greene,1,,1,0,0,0,0
13n_2700,73,target,greene,1,,1,0,0,0,0
13n_2701,67,target,greene,1,,1,0,0,0,0
13n_2702,67,target,greene,1,,1,0,0,0,0
13n_2706,179,control,greene,1,,1,1,1,1,1
13n_271,105,control,greene,1,,1,1,1,1,1
13n_2712,83,target,greene,1,,0,0,0,0,0
13n_2713,81,target,greene,1,,0,0,0,0,0
13n_2716,161,target,greene,1,,0,0,0,0,0
13n_272,111,control,greene,1,,1,1,1,1,1
13n_2720,179,target,greene,1,,1,0,0,0,0
13n_2722,77,target,greene,1,,0,0,0,0,0
13n_2724,143,control,greene,1,,1,1,1,1,1
13n_2727,169,target,greene,1,,1,0,0,0,0
13n_2730,117,target,greene,1,,1,0,0,0,0
13n_2739,187,target,greene,1,,1,0,0,0,0
13n_2741,139,target,greene,1,,1,0,0,0,0
13n_2743,175,control,greene,1,,1,1,1,1,1
13n_2744,49,target,greene,1,,1,0,0,0,0
13n_2745,123,target,greene,1,,1,0,0,0,0
13n_2746,197,target,greene,1,,1,0,0,0,0
13n_2748,97,target,greene,1,,1,0,0,0,0
13n_275,139,target,greene,1,,1,0,0,0,0
13n_2750,133,control,greene,1,,1,1,1,1,1
13n_2752,89,control,greene,1,,1,1,1,1,1
13n_2753,107,target,greene,1,,1,0,0,0,0
13n_2754,201,control,greene,1,,1,1,1,1,1
13n_2755,117,control,greene,1,,1,1,1,1,1
13n_2758,195,target,greene,1,,1,0,0,0,0
13n_2759,191,target,greene,1,,1,0,0,0,0
13n_276,61,target,greene,1,,1,0,0,0,0
13n_2760,203,target,greene,1,,1,0,0,0,0
13n_2761,115,control,greene,1,,1,1,1,1,1
13n_2763,143,target,greene,1,,1,0,0,0,0
13n_2764,135,target,greene,1,,1,0,0,0,0
13n_2766,117,control,greene,1,,1,1,1,1,1
13n_2767,91,target,greene,1,,1,0,0,0,0
13n_2768,27,target,greene,9,,1,0,0,0,0
13n_2771,73,target,greene,1,,1,0,0,0,0
13n_2772,163,target,greene,1,,1,0,0,0,0
13n_2773,163,target,greene,1,,1,0,0,0,0
13n_2776,127,control,greene,1,,1,1,1,1,1
13n_2777,117,target,greene,1,,0,0,0,0,0
13n_278,125,target,greene,1,,1,0,0,0,0
13n_2781,107,target,greene,1,,1,0,0,0,0
13n_2786,103,control,greene,1,,1,1,1,1,1
13n_2787,49,target,greene,1,,1,0,0,0,0
13n_2788,181,target,greene,1,,1,0,0,0,0
13n_279,59,target,greene,1,,0,0,0,0,0
13n_2793,157,target,greene,1,,1,0,0,0,0
13n_2796,113,target,greene,1,,1,0,0,0,0
13n_2797,63,target,greene,1,,1,0,0,0,0
13n_2799,129,control,greene,1,,1,1,1,1,1
13n_2802,139,control,greene,1,,1,1,1,1,1
13n_2808,259,target,greene,1,,1,0,0,0,0
13n_281,79,target,greene,1,,1,0,0,0,0
13n_2817,187,control,greene,1,,1,1,1,1,1
13n_282,25,control,greene,1,,1,1,1,1,1
13n_2821,91,target,greene,1,,1,0,0,0,0
13n_2822,53,control,greene,9,,1,1,1,1,1
13n_2827,173,target,greene,1,,1,0,0,0,0
13n_2829,139,target,greene,1,,1,0,0,0,0
13n_2831,83,control,greene,1,,1,1,1,1,1
13n_2834,99,target,greene,1,,1,0,0,0,0
13n_2835,193,control,greene,1,,1,1,1,1,1
13n_2836,151,target,greene,1,,1,0,0,0,0
13n_2837,217,target,greene,1,,0,0,0,0,0
13n_2838,197,target,greene,1,,1,0,0,0,0
13n_2839,215,control,greene,1,,1,1,1,1,1
13n_2840,157,target,greene,1,,1,0,0,0,0
13n_2841,223,target,greene,1,,1,0,0,0,0
13n_2842,201,target,greene,1,,1,0,0,0,0
13n_2843,187,target,greene,1,,1,0,0,0,0
13n_2844,127,target,greene,1,,0,0,0,0,0
13n_2850,135,target,greene,1,,1,0,0,0,0
13n_2852,129,target,greene,1,,1,0,0,0,0
13n_2855,217,target,greene,1,,1,0,0,0,0
13n_2857,167,target,greene,1,,1,0,0,0,0
13n_2863,95,target,greene,1,,1,0,0,0,0
13n_2866,67,control,greene,1,,1,1,1,1,1
13n_2867,151,control,greene,1,,1,1,1,1,1
13n_2871,105,target,greene,1,,1,0,0,0,0
13n_2873,157,control,greene,1,,1,1,1,1,1
13n_2874,181,control,greene,1,,1,1,1,1,1
13n_2875,149,target,greene,1,,1,0,0,0,0
13n_2876,97,control,greene,1,,1,1,1,1,1
13n_2877,189,control,greene,1,,1,1,1,1,1
13n_2878,103,target,greene,1,,1,0,0,0,0
13n_2880,131,target,greene,1,,1,0,0,0,0
13n_2885,81,control,greene,1,,1,1,1,1,1
13n_2888,107,target,greene,1,,1,0,0,0,0
13n_289,93,target,greene,1,,1,0,0,0,0
13n_2890,175,target,greene,1,,1,0,0,0,0
13n_2891,157,target,greene,1,,1,0,0,0,0
13n_2893,107,control,greene,1,,1,1,1,1,1
13n_2894,139,control,greene,1,,1,1,1,1,1
13n_290,147,target,greene,1,,1,0,0,0,0
13n_2905,141,target,greene,1,,1,0,0,0,0
13n_2928,129,target,greene,1,,0,0,0,0,0
13n_2932,51,target,greene,3,,1,0,0,0,0
13n_2942,103,target,greene,1,,1,0,0,0,0
13n_2945,155,target,greene,1,,1,0,0,0,0
13n_2946,109,control,greene,1,,1,1,1,1,1
13n_2948,69,target,greene,1,,1,0,0,0,0
13n_295,163,target,greene,1,,1,0,0,0,0
13n_2960,107,target,greene,1,,1,0,0,0,0
13n_2964,121,target,greene,1,,1,0,0,0,0
13n_2965,57,target,greene,1,,1,0,0,0,0
13n_297,129,target,greene,1,,1,0,0,0,0
13n_2970,75,control,greene,1,,1,1,1,1,1
13n_2971,81,control,greene,1,,1,1,1,1,1
13n_298,183,target,greene,1,,1,0,0,0,0
13n_2980,179,target,greene,1,,1,0,0,0,0
13n_2986,237,control,greene,1,,1,1,1,1,1
13n_299,75,target,greene,1,,1,0,0,0,0
13n_2991,151,target,greene,1,,1,0,0,0,0
13n_2996,139,target,greene,1,,1,0,0,0,0
13n_3,121,target,greene,1,,1,0,0,0,0
13n_3016,73,target,greene,9,,1,0,0,0,0
13n_3018,181,target,greene,1,,1,0,0,0,0
13n_302,87,target,greene,1,,1,0,0,0,0
13n_3027,97,target,greene,1,,1,0,0,0,0
13n_303,151,target,greene,1,,1,0,0,0,0
13n_3031,163,target,greene,1,,1,0,0,0,0
13n_3035,191,control,greene,1,,1,1,1,1,1
13n_3039,83,target,greene,1,,1,0,0,0,0
13n_3040,59,control,greene,2,,1,1,1,1,1
13n_3043,77,control,greene,1,,1,1,1,1,1
13n_3047,89,control,greene,1,,1,1,1,1,1
13n_3050,139,target,greene,1,,1,0,0,0,0
13n_3056,155,target,greene,1,,1,0,0,0,0
13n_3057,229,target,greene,1,,1,0,0,0,0
13n_3058,81,control,greene,1,,1,1,1,1,1
13n_3059,87,control,greene,1,,1,1,1,1,1
13n_306,111,target,greene,1,,1,0,0,0,0
13n_3062,137,target,greene,1,,1,0,0,0,0
13n_3063,141,target,greene,1,,1,0,0,0,0
13n_3065,119,target,greene,1,,1,0,0,0,0
13n_3072,195,control,greene,1,,1,1,1,1,1
13n_3073,123,target,greene,1,,1,0,0,0,0
13n_3078,163,target,greene,1,,1,0,0,0,0
13n_3081,107,target,greene,1,,1,0,0,0,0
13n_3087,63,target,greene,1,,1,0,0,0,0
13n_3089,47,target,greene,1,,0,0,0,0,0
13n_3091,89,control,greene,1,,1,1,1,1,1
13n_3092,81,control,greene,1,,1,1,1,1,1
13n_3093,107,target,greene,1,,1,0,0,0,0
13n_3095,85,target,greene,1,,1,0,0,0,0
13n_3102,173,target,greene,1,,1,0,0,0,0
13n_3103,197,target,greene,1,,1,0,0,0,0
13n_3104,143,target,greene,1,,1,0,0,0,0
13n_3107,155,target,greene,1,,1,0,0,0,0
13n_3108,147,target,greene,1,,1,0,0,0,0
13n_311,139,target,greene,1,,1,0,0,0,0
13n_3110,121,target,greene,1,,1,0,0,0,0
13n_3116,245,target,greene,1,,1,0,0,0,0
13n_3117,139,target,greene,1,,1,0,0,0,0
13n_3120,167,target,greene,1,,1,0,0,0,0
13n_3122,105,control,greene,1,,1,1,1,1,1
13n_3123,159,target,greene,1,,1,0,0,0,0
13n_3125,33,target,greene,3,,0,0,0,0,0
13n_3126,167,target,greene,1,,1,0,0,0,0
13n_3128,107,control,greene,1,,1,1,1,1,1
13n_313,85,target,greene,1,,1,0,0,0,0
13n_3130,141,target,greene,1,,1,0,0,0,0
13n_3131,149,target,greene,1,,1,0,0,0,0
13n_3134,103,target,greene,1,,1,0,0,0,0
13n_314,131,target,greene,1,,1,0,0,0,0
13n_3140,115,control,greene,1,,1,1,1,1,1
13n_3141,141,control,greene,1,,1,1,1,1,1
13n_3142,49,target,greene,27,,0,0,0,0,0
13n_3144,59,target,greene,1,,1,0,0,0,0
13n_3146,61,target,greene,1,,1,0,0,0,0
13n_3147,91,target,greene,1,,1,0,0,0,0
13n_3148,179,control,greene,1,,1,1,1,1,1
13n_3151,179,target,greene,1,,1,0,0,0,0
13n_3152,89,target,greene,1,,1,0,0,0,0
13n_3153,79,target,greene,1,,1,0,0,0,0
13n_3155,93,target,greene,9,,1,0,0,0,0
13n_3157,89,target,greene,1,,1,0,0,0,0
13n_3159,77,target,greene,1,,1,0,0,0,0
13n_3160,55,target,greene,1,,1,0,0,0,0
13n_3161,125,target,greene,1,,1,0,0,0,0
13n_3164,109,control,greene,1,,1,1,1,1,1
13n_3170,165,target,greene,1,,1,0,0,0,0
13n_3178,185,control,greene,1,,1,1,1,1,1
13n_3180,59,target,greene,1,,1,0,0,0,0
13n_3182,159,control,greene,1,,1,1,1,1,1
13n_3185,43,target,greene,1,,1,0,0,0,0
13n_3186,119,target,greene,1,,1,0,0,0,0
13n_3187,139,control,greene,1,,1,1,1,1,1
13n_3189,111,target,greene,1,,1,0,0,0,0
13n_319,137,target,greene,1,,1,0,0,0,0
13n_3193,87,target,greene,9,,1,0,0,0,0
13n_3194,225,target,greene,1,,1,0,0,0,0
13n_3195,167,target,greene,1,,0,0,0,0,0
13n_3201,163,control,greene,1,,1,1,1,1,1
13n_3202,165,target,greene,1,,1,0,0,0,0
13n_3205,127,control,greene,1,,1,1,1,1,1
13n_3207,109,target,greene,1,,1,0,0,0,0
13n_3209,133,target,greene,1,,1,0,0,0,0
13n_3211,67,target,greene,27,,1,0,0,0,0
13n_3213,189,target,greene,1,,1,0,0,0,0
13n_3215,189,target,greene,1,,1,0,0,0,0
13n_3216,95,target,greene,1,,0,0,0,0,0
13n_3218,145,control,greene,1,,1,1,1,1,1
13n_3221,73,target,greene,81,,1,0,0,0,0
13n_3223,129,control,greene,1,,1,1,1,1,1
13n_3225,103,target,greene,1,,1,0,0,0,0
13n_3227,83,target,greene,1,,1,0,0,0,0
13n_3229,113,target,greene,1,,1,0,0,0,0
13n_323,131,target,greene,1,,1,0,0,0,0
13n_3230,149,target,greene,1,,1,0,0,0,0
13n_3233,123,control,greene,1,,1,1,1,1,1
13n_3235,83,target,greene,27,,1,0,0,0,0
13n_3236,171,target,greene,1,,1,0,0,0,0
13n_324,181,target,greene,1,,1,0,0,0,0
13n_3243,83,target,greene,1,,1,0,0,0,0
13n_3245,133,control,greene,1,,1,1,1,1,1
13n_3246,81,target,greene,1,,1,0,0,0,0
13n_3249,31,target,greene,1,,1,0,0,0,0
13n_3250,43,target,greene,9,,1,0,0,0,0
13n_3252,83,target,greene,27,,1,0,0,0,0
13n_3255,77,target,greene,9,,1,0,0,0,0
13n_3259,131,target,greene,1,,1,0,0,0,0
13n_3262,189,target,greene,1,,1,0,0,0,0
13n_3266,135,target,greene,1,,1,0,0,0,0
13n_3269,203,target,greene,1,,1,0,0,0,0
13n_3275,127,control,greene,1,,1,1,1,1,1
13n_3277,181,target,greene,1,,1,0,0,0,0
13n_3278,115,target,greene,1,,1,0,0,0,0
13n_3282,117,target,greene,1,,1,0,0,0,0
13n_3284,113,target,greene,1,,1,0,0,0,0
13n_3286,141,target,greene,1,,1,0,0,0,0
13n_3288,77,target,greene,3,,1,0,0,0,0
13n_3290,97,target,greene,1,,1,0,0,0,0
13n_3291,123,control,greene,1,,1,1,1,1,1
13n_3295,107,target,greene,1,,0,0,0,0,0
13n_3296,133,control,greene,1,,1,1,1,1,1
13n_3298,53,target,greene,1,,1,0,0,0,0
13n_3300,113,target,greene,1,,1,0,0,0,0
13n_3304,165,control,greene,1,,1,1,1,1,1
13n_3306,107,target,greene,1,,1,0,0,0,0
13n_3308,103,target,greene,1,,1,0,0,0,0
13n_3309,59,target,greene,1,,1,0,0,0,0
13n_331,237,target,greene,1,,1,0,0,0,0
13n_3310,109,control,greene,1,,1,1,1,1,1
13n_3312,103,target,greene,1,,1,0,0,0,0
13n_3313,89,target,greene,1,,1,0,0,0,0
13n_3316,107,target,greene,1,,1,0,0,0,0
13n_3317,97,target,greene,1,,1,0,0,0,0
13n_3320,43,target,greene,3,,1,0,0,0,0
13n_3321,57,target,greene,3,,1,0,0,0,0
13n_3323,143,target,greene,1,,1,0,0,0,0
13n_3325,117,control,greene,1,,1,1,1,1,1
13n_3327,101,target,greene,1,,1,0,0,0,0
13n_3328,77,target,greene,9,,1,0,0,0,0
13n_3331,117,control,greene,1,,1,1,1,1,1
13n_3332,83,target,greene,9,,1,0,0,0,0
13n_3336,189,target,greene,1,,1,0,0,0,0
13n_334,155,target,greene,1,,1,0,0,0,0
13n_3340,153,target,greene,1,,0,0,0,0,0
13n_3342,263,target,greene,1,,1,0,0,0,0
13n_3344,187,target,greene,1,,1,0,0,0,0
13n_3345,153,control,greene,1,,1,1,1,1,1
13n_3347,67,target,greene,3,,1,0,0,0,0
13n_336,95,target,greene,1,,1,0,0,0,0
13n_3360,237,target,greene,1,,1,0,0,0,0
13n_3362,119,target,greene,1,,1,0,0,0,0
13n_3366,117,control,greene,1,,1,1,1,1,1
13n_3367,83,control,greene,1,,1,1,1,1,1
13n_337,121,target,greene,1,,1,0,0,0,0
13n_3370,33,target,greene,9,,1,0,0,0,0
13n_3372,131,control,greene,1,,1,1,1,1,1
13n_3373,93,control,greene,1,,1,1,1,1,1
13n_3376,271,target,greene,1,,1,0,0,0,0
13n_3377,213,target,greene,1,,1,0,0,0,0
13n_3381,85,control,greene,1,,1,1,1,1,1
13n_3382,131,control,greene,1,,1,1,1,1,1
13n_3384,235,target,greene,1,,1,0,0,0,0
13n_3385,133,control,greene,1,,1,1,1,1,1
13n_3387,115,control,greene,1,,1,1,1,1,1
13n_3388,71,target,greene,1,,0,0,0,0,0
13n_3392,103,target,greene,2,,1,0,0,0,0
13n_3397,199,target,greene,1,,1,0,0,0,0
13n_3399,175,control,greene,1,,1,1,1,1,1
13n_340,59,target,greene,1,,1,0,0,0,0
13n_3400,171,control,greene,1,,1,1,1,1,1
13n_3403,163,target,greene,1,,1,0,0,0,0
13n_3405,49,control,greene,3,,1,1,1,1,1
13n_3407,197,target,greene,1,,1,0,0,0,0
13n_3408,81,target,greene,1,,1,0,0,0,0
13n_341,121,target,greene,1,,1,0,0,0,0
13n_3411,119,target,greene,1,,1,0,0,0,0
13n_3412,189,target,greene,1,,1,0,0,0,0
13n_3414,49,target,greene,1,,1,0,0,0,0
13n_3417,161,target,greene,1,,1,0,0,0,0
13n_3420,171,target,greene,1,,1,0,0,0,0
13n_3424,105,control,greene,1,,1,1,1,1,1
13n_3425,179,target,greene,1,,1,0,0,0,0
13n_3427,189,target,greene,1,,0,0,0,0,0
13n_3434,183,target,greene,1,,1,0,0,0,0
13n_3436,121,target,greene,1,,1,0,0,0,0
13n_3437,155,target,greene,1,,1,0,0,0,0
13n_3439,147,target,greene,1,,1,0,0,0,0
13n_344,191,target,greene,1,,1,0,0,0,0
13n_3440,237,target,greene,1,,1,0,0,0,0
13n_3441,183,control,greene,1,,1,1,1,1,1
13n_3442,137,control,greene,1,,1,1,1,1,1
13n_3444,113,target,greene,1,,1,0,0,0,0
13n_3445,223,control,greene,1,,1,1,1,1,1
13n_3447,143,target,greene,1,,0,0,0,0,0
13n_3449,139,target,greene,1,,1,0,0,0,0
13n_3450,97,target,greene,1,,1,0,0,0,0
13n_3452,219,target,greene,1,,1,0,0,0,0
13n_3453,129,control,greene,1,,1,1,1,1,1
13n_3455,191,target,greene,1,,0,0,0,0,0
13n_3456,211,target,greene,1,,1,0,0,0,0
13n_3458,135,target,greene,1,,1,0,0,0,0
13n_346,219,target,greene,1,,1,0,0,0,0
13n_3464,171,control,greene,1,,1,1,1,1,1
13n_3465,79,target,greene,1,,1,0,0,0,0
13n_3471,171,target,greene,1,,1,0,0,0,0
13n_3472,219,control,greene,1,,1,1,1,1,1
13n_3473,121,target,greene,1,,0,0,0,0,0
13n_3475,127,target,greene,1,,1,0,0,0,0
13n_3481,131,target,greene,1,,1,0,0,0,0
13n_3482,121,target,greene,1,,1,0,0,0,0
13n_3483,253,target,greene,1,,1,0,0,0,0
13n_3485,145,control,greene,1,,1,1,1,1,1
13n_3487,227,target,greene,1,,1,0,0,0,0
13n_3498,215,target,greene,1,,1,0,0,0,0
13n_35,151,target,greene,1,,1,0,0,0,0
13n_3509,219,target,greene,1,,1,0,0,0,0
13n_3512,135,target,greene,1,,1,0,0,0,0
13n_3514,51,target,greene,1,,1,0,0,0,0
13n_3516,27,target,greene,27,,0,0,0,0,0
13n_3522,75,target,greene,1,,0,0,0,0,0
13n_353,237,target,greene,1,,1,0,0,0,0
13n_3530,135,control,greene,1,,1,1,1,1,1
13n_3531,199,control,greene,1,,1,1,1,1,1
13n_3534,107,target,greene,1,,1,0,0,0,0
13n_3538,221,control,greene,1,,1,1,1,1,1
13n_3540,149,target,greene,1,,1,0,0,0,0
13n_3549,121,target,greene,1,,1,0,0,0,0
13n_355,121,target,greene,1,,1,0,0,0,0
13n_3558,77,target,greene,1,,1,0,0,0,0
13n_3559,151,target,greene,1,,1,0,0,0,0
13n_3562,57,target,greene,1,,1,0,0,0,0
13n_3563,145,control,greene,1,,1,1,1,1,1
13n_3564,155,target,greene,1,,1,0,0,0,0
13n_3568,69,control,greene,81,,1,1,1,1,1
13n_357,191,target,greene,1,,1,0,0,0,0
13n_3574,99,control,greene,1,,1,1,1,1,1
13n_3583,77,target,greene,1,,0,0,0,0,0
13n_359,219,target,greene,1,,1,0,0,0,0
13n_3590,103,target,greene,1,,1,0,0,0,0
13n_3591,157,control,greene,1,,1,1,1,1,1
13n_3592,41,target,greene,1,,1,0,0,0,0
13n_3595,95,target,greene,1,,0,0,0,0,0
13n_3597,107,target,greene,1,,1,0,0,0,0
13n_3599,131,target,greene,1,,1,0,0,0,0
13n_3600,37,target,greene,3,,1,0,0,0,0
13n_3607,243,target,greene,1,,1,0,0,0,0
13n_361,119,target,greene,1,,1,0,0,0,0
13n_3615,213,control,greene,1,,1,1,1,1,1
13n_3616,127,target,greene,1,,0,0,0,0,0
13n_3617,49,target,greene,9,,1,0,0,0,0
13n_3618,141,control,greene,1,,1,1,1,1,1
13n_3620,155,target,greene,1,,1,0,0,0,0
13n_3621,107,target,greene,1,,1,0,0,0,0
13n_3622,127,target,greene,1,,0,0,0,0,0
13n_3623,115,target,greene,1,,1,0,0,0,0
13n_3625,163,control,greene,1,,1,1,1,1,1
13n_3626,181,control,greene,1,,1,1,1,1,1
13n_3628,131,control,greene,1,,1,1,1,1,1
13n_3631,223,target,greene,1,,1,0,0,0,0
13n_3636,115,target,greene,1,,1,0,0,0,0
13n_3637,253,target,greene,1,,1,0,0,0,0
13n_3640,245,target,greene,1,,1,0,0,0,0
13n_3644,75,control,greene,12,,1,1,1,1,1
13n_3652,141,target,greene,1,,1,0,0,0,0
13n_3656,213,control,greene,1,,1,1,1,1,1
13n_3669,99,target,greene,1,,1,0,0,0,0
13n_3670,201,control,greene,1,,1,1,1,1,1
13n_3672,231,target,greene,1,,1,0,0,0,0
13n_3678,71,target,greene,3,,0,0,0,0,0
13n_3679,99,target,greene,1,,0,0,0,0,0
13n_3681,193,control,greene,1,,1,1,1,1,1
13n_3682,151,target,greene,1,,1,0,0,0,0
13n_3688,113,target,greene,1,,1,0,0,0,0
13n_3694,139,target,greene,1,,1,0,0,0,0
13n_37,81,control,greene,1,,1,1,1,1,1
13n_3703,223,target,greene,1,,1,0,0,0,0
13n_3704,163,target,greene,1,,1,0,0,0,0
13n_3705,113,target,greene,1,,1,0,0,0,0
13n_3722,111,control,greene,3,,1,1,1,1,1
13n_3724,159,target,greene,1,,1,0,0,0,0
13n_3731,93,control,greene,1,,1,1,1,1,1
13n_3755,117,target,greene,1,,1,0,0,0,0
13n_3758,103,target,greene,1,,1,0,0,0,0
13n_377,159,target,greene,1,,1,0,0,0,0
13n_3788,181,target,greene,1,,1,0,0,0,0
13n_3789,71,target,greene,1,,1,0,0,0,0
13n_379,167,target,greene,1,,1,0,0,0,0
13n_3790,135,control,greene,1,,1,1,1,1,1
13n_3791,157,control,greene,1,,1,1,1,1,1
13n_3792,137,control,greene,1,,1,1,1,1,1
13n_3795,143,target,greene,1,,1,0,0,0,0
13n_3798,57,target,greene,1,,1,0,0,0,0
13n_38,169,target,greene,1,,1,0,0,0,0
13n_3801,155,target,greene,1,,1,0,0,0,0
13n_3804,151,target,greene,1,,1,0,0,0,0
13n_381,127,target,greene,1,,1,0,0,0,0
13n_3823,151,target,greene,1,,1,0,0,0,0
13n_3836,155,target,greene,1,,1,0,0,0,0
13n_3849,157,target,greene,1,,1,0,0,0,0
13n_385,135,target,greene,1,,1,0,0,0,0
13n_386,115,target,greene,1,,1,0,0,0,0
13n_3860,157,target,greene,1,,1,0,0,0,0
13n_3868,167,target,greene,1,,0,0,0,0,0
13n_3878,87,control,greene,1,,1,1,1,1,1
13n_3882,141,target,greene,1,,0,0,0,0,0
13n_3883,129,target,greene,1,,1,0,0,0,0
13n_3884,75,target,greene,1,,1,0,0,0,0
13n_389,107,target,greene,1,,1,0,0,0,0
13n_39,211,target,greene,1,,1,0,0,0,0
13n_390,157,target,greene,1,,1,0,0,0,0
13n_3908,131,target,greene,1,,1,0,0,0,0
13n_392,153,target,greene,1,,1,0,0,0,0
13n_3926,121,target,greene,1,,1,0,0,0,0
13n_3927,51,target,greene,1,,1,0,0,0,0
13n_394,133,target,greene,1,,1,0,0,0,0
13n_3949,167,target,greene,1,,0,0,0,0,0
13n_395,179,target,greene,1,,1,0,0,0,0
13n_3952,83,target,greene,1,,1,0,0,0,0
13n_3955,83,target,greene,1,,1,0,0,0,0
13n_3956,59,target,greene,1,,1,0,0,0,0
13n_3958,107,target,greene,1,,1,0,0,0,0
13n_3959,157,target,greene,1,,1,0,0,0,0
13n_3966,173,target,greene,1,,1,0,0,0,0
13n_3967,199,target,greene,1,,0,0,0,0,0
13n_3969,101,target,greene,1,,1,0,0,0,0
13n_3970,115,target,greene,1,,1,0,0,0,0
13n_3973,91,target,greene,1,,1,0,0,0,0
13n_3974,67,target,greene,1,,1,0,0,0,0
13n_3976,125,target,greene,1,,1,0,0,0,0
13n_398,89,target,greene,1,,1,0,0,0,0
13n_3983,241,control,greene,1,,1,1,1,1,1
13n_3984,143,control,greene,1,,1,1,1,1,1
13n_3985,167,target,greene,1,,1,0,0,0,0
13n_3986,211,control,greene,1,,1,1,1,1,1
13n_3987,69,control,greene,1,,1,1,1,1,1
13n_3988,177,target,greene,1,,1,0,0,0,0
13n_3989,141,control,greene,1,,1,1,1,1,1
13n_399,127,target,greene,1,,1,0,0,0,0
13n_3991,207,control,greene,1,,1,1,1,1,1
13n_3999,149,target,greene,1,,1,0,0,0,0
13n_4000,119,control,greene,1,,1,1,1,1,1
13n_4003,187,target,greene,1,,1,0,0,0,0
13n_4005,169,control,greene,1,,1,1,1,1,1
13n_4006,111,target,greene,1,,1,0,0,0,0
13n_4009,167,control,greene,1,,1,1,1,1,1
