knot,april,june,verdict,unknotting_crossings,in_crossing_dataset
10_1,"[1,1]","[1,1]",u = 1,"[0,5]",True
10_10,"[1,1]","[1,1]",u = 1,[4],True
10_102,"[1,1]","[1,1]",u = 1,"[4,8]",True
10_104,"[1,1]","[1,1]",u = 1,"[3,4]",True
10_107,"[1,1]","[1,1]",u = 1,[8],True
10_113,"[1,1]","[1,1]",u = 1,"[0,8]",True
10_114,"[1,1]","[1,1]",u = 1,"[0,5]",True
10_118,"[1,1]","[1,1]",u = 1,"[0,5]",True
10_119,"[1,1]","[1,1]",u = 1,[8],True
10_17,"[1,1]","[1,1]",u = 1,"[0,2]",True
10_18,"[1,1]","[1,1]",u = 1,[1],True
10_23,"[1,1]","[1,1]",u = 1,[6],True
10_26,"[1,1]","[1,1]",u = 1,[5],True
10_27,"[1,1]","[1,1]",u = 1,[9],True
10_30,"[1,1]","[1,1]",u = 1,[1],True
10_31,"[1,1]","[1,1]",u = 1,[5],True
10_32,"[1,1]","[1,1]",u = 1,[4],True
10_33,"[1,1]","[1,1]",u = 1,"[1,3]",True
10_42,"[1,1]","[1,1]",u = 1,[1],True
10_44,"[1,1]","[1,1]",u = 1,[5],True
10_59,"[1,1]","[1,1]",u = 1,[4],True
10_60,"[1,1]","[1,1]",u = 1,"[1,9]",True
10_7,"[1,1]","[1,1]",u = 1,[6],True
10_71,"[1,1]","[1,1]",u = 1,[0],True
10_73,"[1,1]","[1,1]",u = 1,[1],True
10_82,"[1,1]","[1,1]",u = 1,[1],True
10_84,"[1,1]","[1,1]",u = 1,[8],True
10_88,"[1,1]","[1,1]",u = 1,"[4,6]",True
10_9,"[1,1]","[1,1]",u = 1,[3],True
10_91,"[1,1]","[1,1]",u = 1,[4],True
10_95,"[1,1]","[1,1]",u = 1,[1],True
11a_10,"[1,1]","[1,1]",u = 1,[0],True
11a_101,"[1,1]","[1,1]",u = 1,[7],True
11a_104,"[1,1]","[1,1]",u = 1,[4],True
11a_106,"[1,1]","[1,1]",u = 1,"[0,7]",True
11a_11,"[1,1]","[1,1]",u = 1,[1],True
11a_114,"[1,1]","[1,1]",u = 1,[4],True
11a_12,"[1,1]","[1,1]",u = 1,[1],True
11a_121,"[1,1]","[1,1]",u = 1,"[4,7]",True
11a_122,"[1,1]","[1,1]",u = 1,[10],True
11a_136,"[1,1]","[1,1]",u = 1,[9],True
11a_138,"[1,1]","[1,1]",u = 1,[1],True
11a_139,"[1,1]","[1,1]",u = 1,[0],True
11a_146,"[1,1]","[1,1]",u = 1,[8],True
11a_149,"[1,1]","[1,1]",u = 1,[5],True
11a_160,"[1,1]","[1,1]",u = 1,"[4,9]",True
11a_167,"[1,1]","[1,1]",u = 1,[8],True
11a_168,"[1,1]","[1,1]",u = 1,[7],True
11a_180,"[1,1]","[1,1]",u = 1,[6],True
11a_184,"[1,1]","[1,1]",u = 1,[7],True
11a_187,"[1,1]","[1,1]",u = 1,[5],True
11a_189,"[1,1]","[1,1]",u = 1,"[0,6]",True
11a_190,"[1,1]","[1,1]",u = 1,[2],True
11a_195,"[1,1]","[1,1]",u = 1,[0],True
11a_198,"[1,1]","[1,1]",u = 1,"[0,6]",True
11a_209,"[1,1]","[1,1]",u = 1,[4],True
11a_210,"[1,1]","[1,1]",u = 1,[5],True
11a_216,"[1,1]","[1,1]",u = 1,[0],True
11a_222,"[1,1]","[1,1]",u = 1,[5],True
11a_226,"[1,1]","[1,1]",u = 1,[6],True
11a_230,"[1,1]","[1,1]",u = 1,[0],True
11a_233,"[1,1]","[1,1]",u = 1,"[5,6]",True
11a_247,"[1,1]","[1,1]",u = 1,"[1,10]",True
11a_255,"[1,1]","[1,1]",u = 1,[3],True
11a_256,"[1,1]","[1,1]",u = 1,[1],True
11a_257,"[1,1]","[1,1]",u = 1,[8],True
11a_264,"[1,1]","[1,1]",u = 1,[1],True
11a_266,"[1,1]","[1,1]",u = 1,"[0,6]",True
11a_267,"[1,1]","[1,1]",u = 1,[3],True
11a_272,"[1,1]","[1,1]",u = 1,[3],True
11a_280,"[1,1]","[1,1]",u = 1,"[0,1]",True
11a_282,"[1,1]","[1,1]",u = 1,[2],True
11a_283,"[1,1]","[1,1]",u = 1,[9],True
11a_287,"[1,1]","[1,1]",u = 1,[6],True
11a_289,"[1,1]","[1,1]",u = 1,"[0,8]",True
11a_290,"[1,1]","[1,1]",u = 1,[3],True
11a_300,"[1,1]","[1,1]",u = 1,[9],True
11a_307,"[1,1]","[1,1]",u = 1,[3],True
11a_311,"[1,1]","[1,1]",u = 1,[1],True
11a_326,"[1,1]","[1,1]",u = 1,[9],True
11a_34,"[1,1]","[1,1]",u = 1,[7],True
11a_345,"[1,1]","[1,1]",u = 1,[10],True
11a_35,"[1,1]","[1,1]",u = 1,[6],True
11a_351,"[1,1]","[1,1]",u = 1,"[1,5,6,10]",True
11a_41,"[1,1]","[1,1]",u = 1,"[0,6]",True
11a_56,"[1,1]","[1,1]",u = 1,[0],True
11a_69,"[1,1]","[1,1]",u = 1,[1],True
11a_70,"[1,1]","[1,1]",u = 1,[5],True
11a_71,"[1,1]","[1,1]",u = 1,[4],True
11a_73,"[1,1]","[1,1]",u = 1,"[5,9]",True
11a_77,"[1,1]","[1,1]",u = 1,[5],True
11a_78,"[1,1]","[1,1]",u = 1,"[0,7]",True
11a_8,"[1,1]","[1,1]",u = 1,[0],True
11a_80,"[1,1]","[1,1]",u = 1,[8],True
11a_82,"[1,1]","[1,1]",u = 1,[2],True
11a_86,"[1,1]","[1,1]",u = 1,[0],True
11a_88,"[1,1]","[1,1]",u = 1,[0],True
11a_91,"[1,1]","[1,1]",u = 1,[4],True
11a_96,"[1,1]","[1,1]",u = 1,[4],True
11a_98,"[1,1]","[1,1]",u = 1,[1],True
12a_1,"[1,1]","[1,1]",u = 1,[0],True
12a_1005,"[1,1]","[1,1]",u = 1,[0],True
12a_1008,"[1,1]","[1,1]",u = 1,"[7,8]",True
12a_1011,"[1,1]","[1,1]",u = 1,[9],True
12a_1023,"[1,1]","[1,1]",u = 1,[3],True
12a_1034,"[1,1]","[1,1]",u = 1,[0],True
12a_1048,"[1,1]","[1,1]",u = 1,[8],True
12a_1056,"[1,1]","[1,1]",u = 1,[0],True
12a_1060,"[1,1]","[1,1]",u = 1,[0],True
12a_1063,"[1,1]","[1,1]",u = 1,[2],True
12a_1076,"[1,1]","[1,1]",u = 1,[7],True
12a_1081,"[1,1]","[1,1]",u = 1,[0],True
12a_1126,"[1,1]","[1,1]",u = 1,[0],True
12a_1128,"[1,1]","[1,1]",u = 1,[8],True
12a_1129,"[1,1]","[1,1]",u = 1,[0],True
12a_1130,"[1,1]","[1,1]",u = 1,[3],True
12a_1135,"[1,1]","[1,1]",u = 1,[0],True
12a_1139,"[1,1]","[1,1]",u = 1,[2],True
12a_1140,"[1,1]","[1,1]",u = 1,[8],True
12a_1169,"[1,1]","[1,1]",u = 1,"[0,3]",True
12a_1176,"[1,1]","[1,1]",u = 1,"[3,7]",True
12a_1182,"[1,1]","[1,1]",u = 1,"[7,11]",True
12a_1187,"[1,1]","[1,1]",u = 1,[1],True
12a_1188,"[1,1]","[1,1]",u = 1,"[1,2]",True
12a_1198,"[1,1]","[1,1]",u = 1,[0],True
12a_1199,"[1,1]","[1,1]",u = 1,"[1,6]",True
12a_121,"[1,1]","[1,1]",u = 1,[0],True
12a_1217,"[1,1]","[1,1]",u = 1,"[4,10]",True
12a_1219,"[1,1]","[1,1]",u = 1,[5],True
12a_1228,"[1,1]","[1,1]",u = 1,[0],True
12a_1231,"[1,1]","[1,1]",u = 1,[8],True
12a_1235,"[1,1]","[1,1]",u = 1,[4],True
12a_1239,"[1,1]","[1,1]",u = 1,[4],True
12a_1245,"[1,1]","[1,1]",u = 1,[9],True
12a_1249,"[1,1]","[1,1]",u = 1,"[3,9]",True
12a_1250,"[1,1]","[1,1]",u = 1,"[1,6]",True
12a_1258,"[1,1]","[1,1]",u = 1,[10],True
12a_1268,"[1,1]","[1,1]",u = 1,[0],True
12a_1271,"[1,1]","[1,1]",u = 1,[7],True
12a_1273,"[1,1]","[1,1]",u = 1,"[0,9]",True
12a_138,"[1,1]","[1,1]",u = 1,[2],True
12a_151,"[1,1]","[1,1]",u = 1,[0],True
12a_173,"[1,1]","[1,1]",u = 1,[11],True
12a_174,"[1,1]","[1,1]",u = 1,[11],True
12a_180,"[1,1]","[1,1]",u = 1,[5],True
12a_184,"[1,1]","[1,1]",u = 1,[3],True
12a_19,"[1,1]","[1,1]",u = 1,[11],True
12a_191,"[1,1]","[1,1]",u = 1,[2],True
12a_2,"[1,1]","[1,1]",u = 1,[0],True
12a_20,"[1,1]","[1,1]",u = 1,[11],True
12a_202,"[1,1]","[1,1]",u = 1,[9],True
12a_208,"[1,1]","[1,1]",u = 1,"[0,6]",True
12a_209,"[1,1]","[1,1]",u = 1,"[6,9]",True
12a_214,"[1,1]","[1,1]",u = 1,[9],True
12a_217,"[1,1]","[1,1]",u = 1,[0],True
12a_22,"[1,1]","[1,1]",u = 1,[0],True
12a_220,"[1,1]","[1,1]",u = 1,[0],True
12a_25,"[1,1]","[1,1]",u = 1,"[2,5]",True
12a_256,"[1,1]","[1,1]",u = 1,[0],True
12a_261,"[1,1]","[1,1]",u = 1,[6],True
12a_27,"[1,1]","[1,1]",u = 1,[5],True
12a_272,"[1,1]","[1,1]",u = 1,[6],True
12a_28,"[1,1]","[1,1]",u = 1,[2],True
12a_280,"[1,1]","[1,1]",u = 1,"[0,10]",True
12a_282,"[1,1]","[1,1]",u = 1,[9],True
12a_287,"[1,1]","[1,1]",u = 1,[11],True
12a_290,"[1,1]","[1,1]",u = 1,[2],True
12a_300,"[1,1]","[1,1]",u = 1,[2],True
12a_301,"[1,1]","[1,1]",u = 1,[0],True
12a_303,"[1,1]","[1,1]",u = 1,[2],True
12a_308,"[1,1]","[1,1]",u = 1,[2],True
12a_309,"[1,1]","[1,1]",u = 1,[4],True
12a_31,"[1,1]","[1,1]",u = 1,[0],True
12a_310,"[1,1]","[1,1]",u = 1,[7],True
12a_316,"[1,1]","[1,1]",u = 1,[6],True
12a_340,"[1,1]","[1,1]",u = 1,[10],True
12a_346,"[1,1]","[1,1]",u = 1,"[5,8]",True
12a_358,"[1,1]","[1,1]",u = 1,"[2,9]",True
12a_359,"[1,1]","[1,1]",u = 1,"[8,11]",True
12a_360,"[1,1]","[1,1]",u = 1,[9],True
12a_374,"[1,1]","[1,1]",u = 1,[0],True
12a_388,"[1,1]","[1,1]",u = 1,[8],True
12a_40,"[1,1]","[1,1]",u = 1,[10],True
12a_407,"[1,1]","[1,1]",u = 1,[11],True
12a_415,"[1,1]","[1,1]",u = 1,[9],True
12a_426,"[1,1]","[1,1]",u = 1,"[3,5,8,11]",True
12a_439,"[1,1]","[1,1]",u = 1,[7],True
12a_451,"[1,1]","[1,1]",u = 1,[8],True
12a_455,"[1,1]","[1,1]",u = 1,[11],True
12a_467,"[1,1]","[1,1]",u = 1,[9],True
12a_470,"[1,1]","[1,1]",u = 1,[11],True
12a_483,"[1,1]","[1,1]",u = 1,"[8,9]",True
12a_497,"[1,1]","[1,1]",u = 1,[7],True
12a_498,"[1,1]","[1,1]",u = 1,[7],True
12a_509,"[1,1]","[1,1]",u = 1,[7],True
12a_524,"[1,1]","[1,1]",u = 1,[0],True
12a_535,"[1,1]","[1,1]",u = 1,[7],True
12a_537,"[1,1]","[1,1]",u = 1,[7],True
12a_551,"[1,1]","[1,1]",u = 1,[2],True
12a_559,"[1,1]","[1,1]",u = 1,[8],True
12a_560,"[1,1]","[1,1]",u = 1,[0],True
12a_571,"[1,1]","[1,1]",u = 1,[6],True
12a_579,"[1,1]","[1,1]",u = 1,[7],True
12a_58,"[1,1]","[1,1]",u = 1,"[0,10]",True
12a_585,"[1,1]","[1,1]",u = 1,[7],True
12a_588,"[1,1]","[1,1]",u = 1,[2],True
12a_6,"[1,1]","[1,1]",u = 1,[0],True
12a_604,"[1,1]","[1,1]",u = 1,[8],True
12a_606,"[1,1]","[1,1]",u = 1,[2],True
12a_608,"[1,1]","[1,1]",u = 1,[7],True
12a_61,"[1,1]","[1,1]",u = 1,[0],True
12a_614,"[1,1]","[1,1]",u = 1,[11],True
12a_626,"[1,1]","[1,1]",u = 1,[2],True
12a_631,"[1,1]","[1,1]",u = 1,"[4,8]",True
12a_635,"[1,1]","[1,1]",u = 1,[8],True
12a_637,"[1,1]","[1,1]",u = 1,[2],True
12a_646,"[1,1]","[1,1]",u = 1,[4],True
12a_656,"[1,1]","[1,1]",u = 1,"[6,8]",True
12a_662,"[1,1]","[1,1]",u = 1,[6],True
12a_670,"[1,1]","[1,1]",u = 1,[4],True
12a_695,"[1,1]","[1,1]",u = 1,"[0,4]",True
12a_696,"[1,1]","[1,1]",u = 1,"[0,11]",True
12a_697,"[1,1]","[1,1]",u = 1,[10],True
12a_715,"[1,1]","[1,1]",u = 1,"[2,11]",True
12a_721,"[1,1]","[1,1]",u = 1,[2],True
12a_729,"[1,1]","[1,1]",u = 1,[11],True
12a_73,"[1,1]","[1,1]",u = 1,[2],True
12a_732,"[1,1]","[1,1]",u = 1,[7],True
12a_736,"[1,1]","[1,1]",u = 1,[8],True
12a_744,"[1,1]","[1,1]",u = 1,[0],True
12a_745,"[1,1]","[1,1]",u = 1,[0],True
12a_751,"[1,1]","[1,1]",u = 1,[11],True
12a_761,"[1,1]","[1,1]",u = 1,[8],True
12a_765,"[1,1]","[1,1]",u = 1,[9],True
12a_766,"[1,1]","[1,1]",u = 1,[4],True
12a_770,"[1,1]","[1,1]",u = 1,[9],True
12a_773,"[1,1]","[1,1]",u = 1,[2],True
12a_774,"[1,1]","[1,1]",u = 1,[2],True
12a_781,"[1,1]","[1,1]",u = 1,[9],True
12a_793,"[1,1]","[1,1]",u = 1,"[2,4,8,10]",True
12a_799,"[1,1]","[1,1]",u = 1,"[3,8]",True
12a_8,"[1,1]","[1,1]",u = 1,[0],True
12a_80,"[1,1]","[1,1]",u = 1,[0],True
12a_803,"[1,1]","[1,1]",u = 1,"[1,7]",True
12a_807,"[1,1]","[1,1]",u = 1,"[3,9]",True
12a_821,"[1,1]","[1,1]",u = 1,"[3,8]",True
12a_849,"[1,1]","[1,1]",u = 1,[3],True
12a_851,"[1,1]","[1,1]",u = 1,[3],True
12a_857,"[1,1]","[1,1]",u = 1,[1],True
12a_858,"[1,1]","[1,1]",u = 1,[3],True
12a_864,"[1,1]","[1,1]",u = 1,[1],True
12a_865,"[1,1]","[1,1]",u = 1,[5],True
12a_875,"[1,1]","[1,1]",u = 1,[2],True
12a_887,"[1,1]","[1,1]",u = 1,"[8,9]",True
12a_888,"[1,1]","[1,1]",u = 1,[10],True
12a_893,"[1,1]","[1,1]",u = 1,[1],True
12a_919,"[1,1]","[1,1]",u = 1,[3],True
12a_928,"[1,1]","[1,1]",u = 1,[10],True
12a_935,"[1,1]","[1,1]",u = 1,[10],True
12a_944,"[1,1]","[1,1]",u = 1,[1],True
12a_954,"[1,1]","[1,1]",u = 1,[8],True
12a_966,"[1,1]","[1,1]",u = 1,[4],True
12a_976,"[1,1]","[1,1]",u = 1,"[9,11]",True
12a_993,"[1,1]","[1,1]",u = 1,[2],True
12a_998,"[1,1]","[1,1]",u = 1,[3],True
13a_1,"[1,1]","[1,1]",u = 1,"[0,12]",True
13a_10,"[1,1]","[1,1]",u = 1,[0],True
13a_1000,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1001,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1003,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1004,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1005,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1006,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1007,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1008,"[1,1]","[1,1]",u = 1,"[10,11]",True
13a_1009,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_101,"[1,1]","[1,1]",u = 1,[3],True
13a_1010,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1011,"[1,1]","[1,1]",u = 1,[4],True
13a_1012,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1014,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1015,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1016,"[1,1]","[1,1]",u = 1,[12],True
13a_1017,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1018,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1019,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_102,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1020,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1022,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1023,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1024,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1026,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1027,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1029,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_103,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1030,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1033,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1034,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1035,"[1,1]","[1,1]",u = 1,[7],True
13a_1039,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_104,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1040,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1041,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1042,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1044,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1045,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1046,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1049,"[1,1]","[1,1]",u = 1,[8],True
13a_105,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1050,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1052,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1053,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1054,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1055,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1056,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1057,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1058,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1059,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1060,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1065,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1066,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1067,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1068,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1069,"[1,4]","[2,3]",u >= 2 (McCoy),[],False
13a_107,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1070,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1071,"[1,1]","[1,1]",u = 1,[9],True
13a_1072,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1075,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1076,"[1,1]","[1,1]",u = 1,"[7,12]",True
13a_1078,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1079,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1080,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1082,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1084,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1085,"[1,1]","[1,1]",u = 1,[12],True
13a_1086,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1087,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1088,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1089,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_109,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1090,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1091,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1092,"[1,1]","[1,1]",u = 1,[5],True
13a_1093,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1094,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1095,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1096,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1097,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1099,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_11,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_110,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1100,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1103,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1104,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1106,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1108,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1109,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_111,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1110,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1111,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1113,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1114,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1115,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1116,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1117,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1121,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1122,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1124,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1126,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1127,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1128,"[1,1]","[1,1]",u = 1,[5],True
13a_1129,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_113,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1131,"[1,1]","[1,1]",u = 1,"[0,5]",True
13a_1132,"[1,1]","[1,1]",u = 1,[4],True
13a_1133,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1134,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1135,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1136,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1138,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1139,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_114,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1141,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1142,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1143,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1144,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1145,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1146,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_115,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1150,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1151,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1152,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1153,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1154,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1155,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1157,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1159,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_116,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1160,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1161,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1162,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1163,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1165,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1167,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1168,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1169,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_117,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1170,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1171,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1172,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1173,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1174,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1175,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1176,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1177,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1178,"[1,1]","[1,1]",u = 1,[11],True
13a_1179,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1180,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1181,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1183,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1185,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1186,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1188,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1189,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_119,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1190,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1191,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1192,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1193,"[1,1]","[1,1]",u = 1,[10],True
13a_1194,"[1,1]","[1,1]",u = 1,[8],True
13a_1195,"[1,1]","[1,1]",u = 1,[9],True
13a_1196,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1197,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1198,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1199,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_12,"[1,3]","[2,2]",u >= 2 (McCoy),[],False
13a_120,"[1,3]","[2,2]",u >= 2 (McCoy),[],False
13a_1200,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1201,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1203,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1207,"[1,1]","[1,1]",u = 1,[8],True
13a_1208,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1209,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_121,"[1,3]","[2,2]",u >= 2 (McCoy),[],False
13a_1210,"[1,1]","[1,1]",u = 1,[8],True
13a_1211,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1212,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
